evento_id,data,contexto,uf,ano,turno,vencedor,partido,incumbente,poll_lead_pp,outcome_real,probabilidade_prior,outcome_framing
uk2019_2019-11-23_wiki_WMD_lab,2019-11-23,LAB vence West Midlands (UK 2019 GE),WMD,2019,1,LAB,LAB,0,-1.0,0,0.487,LAB vence West Midlands (UK 2019 GE)
uk2019_2019-12-12_wiki_EAS_con,2019-12-12,CON vence East of England (UK 2019 GE),EAS,2019,1,CON,CON,1,32.7,1,0.909,CON vence East of England (UK 2019 GE)
uk2019_2019-12-12_wiki_EAS_lab,2019-12-12,LAB vence East of England (UK 2019 GE),EAS,2019,1,LAB,LAB,0,-32.7,0,0.091,LAB vence East of England (UK 2019 GE)
uk2019_2019-12-10_wiki_EAS_con,2019-12-10,CON vence East of England (UK 2019 GE),EAS,2019,1,CON,CON,1,27.0,1,0.838,CON vence East of England (UK 2019 GE)
uk2019_2019-12-10_wiki_EAS_lab,2019-12-10,LAB vence East of England (UK 2019 GE),EAS,2019,1,LAB,LAB,0,-27.0,0,0.162,LAB vence East of England (UK 2019 GE)
uk2019_2019-12-12_wiki_EAS_con,2019-12-12,CON vence East of England (UK 2019 GE),EAS,2019,1,CON,CON,1,-32.5,1,0.094,CON vence East of England (UK 2019 GE)
uk2019_2019-12-12_wiki_EAS_lab,2019-12-12,LAB vence East of England (UK 2019 GE),EAS,2019,1,LAB,LAB,0,32.5,0,0.906,LAB vence East of England (UK 2019 GE)
uk2019_2019-12-12_wiki_EAS_con,2019-12-12,CON vence East of England (UK 2019 GE),EAS,2019,1,CON,CON,1,4.3,1,0.554,CON vence East of England (UK 2019 GE)
uk2019_2019-12-12_wiki_EAS_ld,2019-12-12,LD vence East of England (UK 2019 GE),EAS,2019,1,LD,LD,0,-4.3,0,0.446,LD vence East of England (UK 2019 GE)
uk2019_2019-12-12_wiki_EAS_con,2019-12-12,CON vence East of England (UK 2019 GE),EAS,2019,1,CON,CON,1,17.9,1,0.724,CON vence East of England (UK 2019 GE)
uk2019_2019-12-12_wiki_EAS_ld,2019-12-12,LD vence East of England (UK 2019 GE),EAS,2019,1,LD,LD,0,-17.9,0,0.276,LD vence East of England (UK 2019 GE)
uk2019_2019-12-12_wiki_EAS_con,2019-12-12,CON vence East of England (UK 2019 GE),EAS,2019,1,CON,CON,1,37.8,1,0.972,CON vence East of England (UK 2019 GE)
uk2019_2019-12-12_wiki_EAS_lab,2019-12-12,LAB vence East of England (UK 2019 GE),EAS,2019,1,LAB,LAB,0,-37.8,0,0.028,LAB vence East of England (UK 2019 GE)
uk2019_2019-11-26_wiki_EAS_con,2019-11-26,CON vence East of England (UK 2019 GE),EAS,2019,1,CON,CON,1,33.0,1,0.912,CON vence East of England (UK 2019 GE)
uk2019_2019-11-26_wiki_EAS_lab,2019-11-26,LAB vence East of England (UK 2019 GE),EAS,2019,1,LAB,LAB,0,-33.0,0,0.088,LAB vence East of England (UK 2019 GE)
uk2019_2019-12-12_wiki_SEE_con,2019-12-12,CON vence South East England (UK 2019 GE),SEE,2019,1,CON,CON,1,32.1,1,0.901,CON vence South East England (UK 2019 GE)
uk2019_2019-12-12_wiki_SEE_lab,2019-12-12,LAB vence South East England (UK 2019 GE),SEE,2019,1,LAB,LAB,0,-32.1,0,0.099,LAB vence South East England (UK 2019 GE)
uk2019_2019-12-10_wiki_SEE_con,2019-12-10,CON vence South East England (UK 2019 GE),SEE,2019,1,CON,CON,1,27.0,1,0.838,CON vence South East England (UK 2019 GE)
uk2019_2019-12-10_wiki_SEE_lab,2019-12-10,LAB vence South East England (UK 2019 GE),SEE,2019,1,LAB,LAB,0,-27.0,0,0.162,LAB vence South East England (UK 2019 GE)
uk2019_2019-12-12_wiki_SEE_con,2019-12-12,CON vence South East England (UK 2019 GE),SEE,2019,1,CON,CON,1,46.2,1,1.078,CON vence South East England (UK 2019 GE)
uk2019_2019-12-12_wiki_SEE_lab,2019-12-12,LAB vence South East England (UK 2019 GE),SEE,2019,1,LAB,LAB,0,-46.2,0,-0.078,LAB vence South East England (UK 2019 GE)
uk2019_2019-11-26_wiki_SEE_con,2019-11-26,CON vence South East England (UK 2019 GE),SEE,2019,1,CON,CON,1,46.0,1,1.075,CON vence South East England (UK 2019 GE)
uk2019_2019-11-26_wiki_SEE_lab,2019-11-26,LAB vence South East England (UK 2019 GE),SEE,2019,1,LAB,LAB,0,-46.0,0,-0.075,LAB vence South East England (UK 2019 GE)
uk2019_2019-12-12_wiki_SEE_con,2019-12-12,CON vence South East England (UK 2019 GE),SEE,2019,1,CON,CON,1,4.4,1,0.555,CON vence South East England (UK 2019 GE)
uk2019_2019-12-12_wiki_SEE_ld,2019-12-12,LD vence South East England (UK 2019 GE),SEE,2019,1,LD,LD,0,-4.4,0,0.445,LD vence South East England (UK 2019 GE)
uk2019_2019-11-26_wiki_SEE_con,2019-11-26,CON vence South East England (UK 2019 GE),SEE,2019,1,CON,CON,1,5.0,1,0.562,CON vence South East England (UK 2019 GE)
uk2019_2019-11-26_wiki_SEE_ld,2019-11-26,LD vence South East England (UK 2019 GE),SEE,2019,1,LD,LD,0,-5.0,0,0.438,LD vence South East England (UK 2019 GE)
uk2019_2019-12-12_wiki_SEE_con,2019-12-12,CON vence South East England (UK 2019 GE),SEE,2019,1,CON,CON,1,5.7,1,0.571,CON vence South East England (UK 2019 GE)
uk2019_2019-12-12_wiki_SEE_ld,2019-12-12,LD vence South East England (UK 2019 GE),SEE,2019,1,LD,LD,0,-5.7,0,0.429,LD vence South East England (UK 2019 GE)
uk2019_2019-11-26_wiki_SEE_con,2019-11-26,CON vence South East England (UK 2019 GE),SEE,2019,1,CON,CON,1,-1.0,1,0.487,CON vence South East England (UK 2019 GE)
uk2019_2019-11-26_wiki_SEE_ld,2019-11-26,LD vence South East England (UK 2019 GE),SEE,2019,1,LD,LD,0,1.0,0,0.512,LD vence South East England (UK 2019 GE)
uk2019_2019-12-12_wiki_SEE_con,2019-12-12,CON vence South East England (UK 2019 GE),SEE,2019,1,CON,CON,1,-11.3,1,0.359,CON vence South East England (UK 2019 GE)
uk2019_2019-12-12_wiki_SEE_lab,2019-12-12,LAB vence South East England (UK 2019 GE),SEE,2019,1,LAB,LAB,0,11.3,0,0.641,LAB vence South East England (UK 2019 GE)
uk2019_2019-11-27_wiki_SEE_con,2019-11-27,CON vence South East England (UK 2019 GE),SEE,2019,1,CON,CON,1,-8.0,1,0.4,CON vence South East England (UK 2019 GE)
uk2019_2019-11-27_wiki_SEE_lab,2019-11-27,LAB vence South East England (UK 2019 GE),SEE,2019,1,LAB,LAB,0,8.0,0,0.6,LAB vence South East England (UK 2019 GE)
uk2019_2019-12-12_wiki_SEE_con,2019-12-12,CON vence South East England (UK 2019 GE),SEE,2019,1,CON,CON,1,8.1,1,0.601,CON vence South East England (UK 2019 GE)
uk2019_2019-12-12_wiki_SEE_lab,2019-12-12,LAB vence South East England (UK 2019 GE),SEE,2019,1,LAB,LAB,0,-8.1,0,0.399,LAB vence South East England (UK 2019 GE)
uk2019_2019-12-12_wiki_SWE_con,2019-12-12,CON vence South West England (UK 2019 GE),SWE,2019,1,CON,CON,1,29.6,1,0.87,CON vence South West England (UK 2019 GE)
uk2019_2019-12-12_wiki_SWE_lab,2019-12-12,LAB vence South West England (UK 2019 GE),SWE,2019,1,LAB,LAB,0,-29.6,0,0.13,LAB vence South West England (UK 2019 GE)
uk2019_2019-12-10_wiki_SWE_con,2019-12-10,CON vence South West England (UK 2019 GE),SWE,2019,1,CON,CON,1,25.0,1,0.812,CON vence South West England (UK 2019 GE)
uk2019_2019-12-10_wiki_SWE_lab,2019-12-10,LAB vence South West England (UK 2019 GE),SWE,2019,1,LAB,LAB,0,-25.0,0,0.188,LAB vence South West England (UK 2019 GE)
uk2019_2019-12-12_wiki_SWE_con,2019-12-12,CON vence South West England (UK 2019 GE),SWE,2019,1,CON,CON,1,-23.6,1,0.205,CON vence South West England (UK 2019 GE)
uk2019_2019-12-12_wiki_SWE_ld,2019-12-12,LD vence South West England (UK 2019 GE),SWE,2019,1,LD,LD,0,23.6,0,0.795,LD vence South West England (UK 2019 GE)
uk2019_2019-12-12_wiki_SWE_con,2019-12-12,CON vence South West England (UK 2019 GE),SWE,2019,1,CON,CON,1,26.2,1,0.828,CON vence South West England (UK 2019 GE)
uk2019_2019-12-12_wiki_SWE_lab,2019-12-12,LAB vence South West England (UK 2019 GE),SWE,2019,1,LAB,LAB,0,-26.2,0,0.172,LAB vence South West England (UK 2019 GE)
